Name,Price,Link,Img_url
"탐사수 무라벨, 2L, 30개","15,290",https://www.coupang.com/vp/products/5625704601?itemId=13430253618&vendorItemId=80771756696,https://thumbnail6.coupangcdn.com/thumbnails/remote/700x700ex/image/retail/images/1299257297593781-973ae0d8-4990-405e-9301-cf36ef543da0.jpg
"백산수 생수, 1L, 48개","46,900",https://www.coupang.com/vp/products/4876313878?itemId=11837239827&vendorItemId=86714105075,https://thumbnail8.coupangcdn.com/thumbnails/remote/700x700ex/image/retail/images/54649023299436-f48fdf4a-967b-4b2e-b757-b91e8b410040.jpg
"아이시스 무라벨 ECO 생수, 2L, 30개","21,610",https://www.coupang.com/vp/products/7841914137?itemId=21350776153&vendorItemId=88408440123,https://thumbnail6.coupangcdn.com/thumbnails/remote/700x700ex/image/retail/images/ae99b098-3834-49eb-94d3-6874c8666e8c3102280712997622058.png
"강원 평창수, 2L, 36개","23,280",https://www.coupang.com/vp/products/6346591823?itemId=2277280038&vendorItemId=87017279374,https://thumbnail8.coupangcdn.com/thumbnails/remote/700x700ex/image/retail/images/117582421605411-09e6772f-c64d-46b3-812e-6ae88359d4f4.jpg
"풀무원샘물 무라벨 생수, 2L, 18개","10,690",https://www.coupang.com/vp/products/6239512369?itemId=12586277097&vendorItemId=86494123951,https://thumbnail9.coupangcdn.com/thumbnails/remote/700x700ex/image/retail/images/144e04e7-398e-413c-bac0-68e3fbd3ed22901725549770354870.png
"백산수 생수, 1L, 12개","8,030",https://www.coupang.com/vp/products/4876313878?itemId=17929544865&vendorItemId=86952827480,https://thumbnail9.coupangcdn.com/thumbnails/remote/700x700ex/image/vendor_inventory/cc4e/4eba6b63b543bfc86e142b80dcbe9c27fb0b43ad6e821e14a1c044a8fd2f.jpg
"강원 평창수 무라벨, 500ml, 80개","17,280",https://www.coupang.com/vp/products/5269360716?itemId=20806566646&vendorItemId=87875614604,https://thumbnail9.coupangcdn.com/thumbnails/remote/700x700ex/image/retail/images/117841879825425-50c64471-1f72-45fc-8dd1-f32550757cc8.jpg
아이시스 8.0 생수 1L x 6개 롯데칠성,"5,800",https://www.coupang.com/vp/products/6835195476?itemId=16237436376&vendorItemId=88483043001,https://thumbnail6.coupangcdn.com/thumbnails/remote/700x700ex/image/vendor_inventory/5a83/9d5cfb9fa3b186bda3806f11ebcda89f2e0850c119a8d5efb2daa81a448f.jpg
아이시스8.0 생수 1L 18개 물 사무실 가정배달,"12,400",https://www.coupang.com/vp/products/7024998737?itemId=20880408879&vendorItemId=87947613204,https://thumbnail9.coupangcdn.com/thumbnails/remote/700x700ex/image/vendor_inventory/b6a4/f9811a91ad6d37ff5f04d2458a768746ea1f004b07dd70ff23db6c89ec4c.jpg
"아이시스 8.0 무라벨 ECO 생수, 300ml, 40개","11,040",https://www.coupang.com/vp/products/7865650251?itemId=14746291666&vendorItemId=86467813948,https://thumbnail8.coupangcdn.com/thumbnails/remote/700x700ex/image/retail/images/1717040838586792-cafc1121-98ce-4ac8-8f97-587f68a50fb6.jpg
"스파클 생수 무라벨, 2L, 6개","4,910",https://www.coupang.com/vp/products/6830320694?itemId=19678857682&vendorItemId=83406358794,https://thumbnail8.coupangcdn.com/thumbnails/remote/700x700ex/image/vendor_inventory/4d2b/5da8b819df8b81394f84a4b0a085a467b37ac0631d8630f8dc7a6c7274ad.jpg
"백산수 무라벨 생수, 330ml, 80개","27,560",https://www.coupang.com/vp/products/6393352093?itemId=18689442165&vendorItemId=86494115917,https://thumbnail7.coupangcdn.com/thumbnails/remote/700x700ex/image/retail/images/1330238384192133-ac7a0941-a108-4f8a-af86-f2a7b2fe306b.jpg
"제주 삼다수, 500ml, 120개","57,600",https://www.coupang.com/vp/products/5585425593?itemId=21278624006&vendorItemId=87356923652,https://thumbnail9.coupangcdn.com/thumbnails/remote/700x700ex/image/retail/images/6445623875724685-d4cad97b-d2ce-485f-afad-e689bad8c71e.jpg
"아이시스 무라벨 ECO 생수, 2L, 18개","12,970",https://www.coupang.com/vp/products/7841914137?itemId=21350775965&vendorItemId=88408439847,https://thumbnail7.coupangcdn.com/thumbnails/remote/700x700ex/image/retail/images/ace0bc0d-d8b5-4cc9-b87b-611093aec66c7383675499802514765.png
"커클랜드 코스트코 먹는샘물2L 생수 풀무원, 2L, 24개","14,800",https://www.coupang.com/vp/products/3560460?itemId=22422134713&vendorItemId=89465286712,https://thumbnail9.coupangcdn.com/thumbnails/remote/700x700ex/image/vendor_inventory/92db/c3a61727b45ecde08009680a0e0e7ae214aa001d579b854be77a026dbd02.jpg
"백산수 무라벨 생수, 330ml, 100개","34,450",https://www.coupang.com/vp/products/6393352093?itemId=19747131789&vendorItemId=86494109361,https://thumbnail10.coupangcdn.com/thumbnails/remote/700x700ex/image/retail/images/1093886345075622-575105d6-4d59-4714-8b52-a9e81783d91c.jpg
"스파클 생수 무라벨, 330ml, 60개","13,800",https://www.coupang.com/vp/products/6830320694?itemId=16274395539&vendorItemId=83406358927,https://thumbnail9.coupangcdn.com/thumbnails/remote/700x700ex/image/vendor_inventory/8f7c/cf24bd4b270f3130d9cea9902cac8203b70dd98821a08308c4f7053af0df.jpg
"휘오 다이아몬드 EC 네추럴 미네랄 워터, 500ml, 20개","7,590",https://www.coupang.com/vp/products/2213229154?itemId=17266051408&vendorItemId=72825134565,https://thumbnail9.coupangcdn.com/thumbnails/remote/700x700ex/image/vendor_inventory/694f/59dbb5806af8873e87f9b73d373dfdf79b1a93054d29df3fa1c0c5e5934d.PNG
"몽베스트 생수, 500ml, 60개","16,870",https://www.coupang.com/vp/products/4683535861?itemId=3880660103&vendorItemId=85192860319,https://thumbnail6.coupangcdn.com/thumbnails/remote/700x700ex/image/retail/images/8b4ad1b0-b097-4fbb-b921-eb548d1c1d58841800551254820092.png
"제주삼다수 그린, 500ml, 40개","19,200",https://www.coupang.com/vp/products/7666070794?itemId=14842822781&vendorItemId=86469902027,https://thumbnail10.coupangcdn.com/thumbnails/remote/700x700ex/image/retail/images/2098614457208251-2acd0b8a-553f-40cb-b0af-f240b706da33.jpg
"탐사수 무라벨, 1L, 18개","7,990",https://www.coupang.com/vp/products/5625704601?itemId=13374757484&vendorItemId=80629681700,https://thumbnail9.coupangcdn.com/thumbnails/remote/700x700ex/image/retail/images/3496158270638002-4f019077-495b-4a5e-afb1-1c2408497dae.jpg
"동원 샘물 무라벨 2L x 24병 생수 물 2리터, 24개","14,800",https://www.coupang.com/vp/products/7153229496?itemId=17988036631&vendorItemId=86013951233,https://thumbnail9.coupangcdn.com/thumbnails/remote/700x700ex/image/vendor_inventory/0e24/9ca1243dc3aa7d0c9235f1a7843264b118e68a097387c2fff5ec0e39fe9e.jpg
"아이시스 8.0 무라벨 ECO 생수, 2L, 30개","23,750",https://www.coupang.com/vp/products/7865650251?itemId=21474368223&vendorItemId=86467813334,https://thumbnail10.coupangcdn.com/thumbnails/remote/700x700ex/image/retail/images/d5ea7d27-7c27-4a7e-8879-d8f5a01051ea3262490991185398509.png
"커클랜드 시그니춰 생수 2L, 24개","14,360",https://www.coupang.com/vp/products/3560460?itemId=20271069030&vendorItemId=74639011473,https://thumbnail10.coupangcdn.com/thumbnails/remote/700x700ex/image/vendor_inventory/5859/ef6378b025784d3955544bc2e411b09c254a4174b79a4310071632af1059.jpg
"에브리데이 산수, 1L, 48개","17,750",https://www.coupang.com/vp/products/7691729906?itemId=18729357788&vendorItemId=86471109209,https://thumbnail9.coupangcdn.com/thumbnails/remote/700x700ex/image/retail/images/927e7d6e-b3e0-468a-863a-21ce5df774b11776229866219295701.png
"롯데 하늘샘 무라벨 생수, 12개, 2L","6,450",https://www.coupang.com/vp/products/7900128179?itemId=21648386822&vendorItemId=88699101690,https://thumbnail7.coupangcdn.com/thumbnails/remote/700x700ex/image/retail/images/a73c8a25-253a-4c10-a59d-4a62c427184e537577864586671993.png
"에브리데이 산수, 1L, 36개","13,590",https://www.coupang.com/vp/products/7691729906?itemId=10304583886&vendorItemId=86471109240,https://thumbnail6.coupangcdn.com/thumbnails/remote/700x700ex/image/retail/images/e302f52b-c8e7-49bb-b70f-6a561d57d3735030024092918954168.png
"천년수 무라벨 생수, 2L, 24개","12,980",https://www.coupang.com/vp/products/6203736108?itemId=12325672441&vendorItemId=86493934793,https://thumbnail10.coupangcdn.com/thumbnails/remote/700x700ex/image/retail/images/2460483472129916-cd358102-51b8-4cfc-bd94-d5b00dc50ae1.jpg
"동원샘물 무라벨 500ML (오늘출발+무료배송) 생수 물 500ML, 20개","5,000",https://www.coupang.com/vp/products/8057395908?itemId=22619991159&vendorItemId=88253008805,https://thumbnail9.coupangcdn.com/thumbnails/remote/700x700ex/image/vendor_inventory/30ea/66fcd18733af857229302905e35a379335608aa380a4cceeefd8cc52c2ba.png
"농심 백산수, 330ml, 60개","19,720",https://www.coupang.com/vp/products/4876313878?itemId=20272541686&vendorItemId=86470201668,https://thumbnail8.coupangcdn.com/thumbnails/remote/700x700ex/image/retail/images/54736476644695-eac16345-e9da-4f2a-9dd4-bd2a07bbec04.jpg
"지리산 물하나, 2L, 12개","12,900",https://www.coupang.com/vp/products/6641250902?itemId=14037862822&vendorItemId=83396780395,https://thumbnail8.coupangcdn.com/thumbnails/remote/700x700ex/image/retail/images/d901576b-f63e-4501-a92b-e23506fb76c62840261284074177876.png
"백산수 무라벨 생수, 500ml, 20개","8,200",https://www.coupang.com/vp/products/6393352093?itemId=16996296034&vendorItemId=84029450191,https://thumbnail6.coupangcdn.com/thumbnails/remote/700x700ex/image/vendor_inventory/10d1/782a904160a2a4182c53d4518b5dd4d180ca2f68bbba8f76a8be7c80bab7.jpg
"백산수 무라벨 생수, 330ml, 60개","20,670",https://www.coupang.com/vp/products/6393352093?itemId=18004323984&vendorItemId=86494114591,https://thumbnail9.coupangcdn.com/thumbnails/remote/700x700ex/image/retail/images/353104190665134-86fe437b-577a-4154-b033-5f1cbd667e8e.jpg
"풀무원샘물 생수, 2L, 6개","4,900",https://www.coupang.com/vp/products/7844214152?itemId=16256622231&vendorItemId=85295373528,https://thumbnail6.coupangcdn.com/thumbnails/remote/700x700ex/image/vendor_inventory/16c4/9f9354f6d6de29b89537e35362a54ddc01eb7580df43413fda482fa51a2a.jpg
"농심 백산수, 2L, 6개","5,680",https://www.coupang.com/vp/products/4876313878?itemId=6342574349&vendorItemId=85272632550,https://thumbnail7.coupangcdn.com/thumbnails/remote/700x700ex/image/vendor_inventory/7454/e5aa4befd8d31fbe3d67d971d66846812de21b0f516525b53df1d496a3b2.jpg
"아이시스 생수, 2L, 30개","20,560",https://www.coupang.com/vp/products/7229656613?itemId=19805079074&vendorItemId=86493563451,https://thumbnail7.coupangcdn.com/thumbnails/remote/700x700ex/image/retail/images/cae04ef7-5be8-470a-9270-65045d931b634669554989203961821.png
"자연드림 JUST기픈물 종이팩생수, 500ml, 15개","14,700",https://www.coupang.com/vp/products/5964673966?itemId=20376247232&vendorItemId=88182541075,https://thumbnail8.coupangcdn.com/thumbnails/remote/700x700ex/image/vendor_inventory/add7/0b05f415a396a735749fcdf5557376cd897d91fc849cd8cb863b95b15429.png
"지리산 물하나, 2L, 36개","18,190",https://www.coupang.com/vp/products/6641250902?itemId=15134668796&vendorItemId=88103613692,https://thumbnail9.coupangcdn.com/thumbnails/remote/700x700ex/image/retail/images/54241c01-9965-4b2a-92db-ce749a0e5d0f3617484507725818816.png
"스파클 생수 2L 12병 천연암반수 미네랄 함유, 12개","7,190",https://www.coupang.com/vp/products/7944247922?itemId=21898274407&vendorItemId=88946321850,https://thumbnail7.coupangcdn.com/thumbnails/remote/700x700ex/image/vendor_inventory/85e5/8c45eccbd83405becab6aed95b2c264799da2b400923d343f378f57104ad.jpeg
"풀무원 샘물, 2L, 12개","8,310",https://www.coupang.com/vp/products/7844214152?itemId=20508420007&vendorItemId=3106539499,https://thumbnail8.coupangcdn.com/thumbnails/remote/700x700ex/image/vendor_inventory/a5a1/4c9d3e6b1ab74aa7c91e32ea4bc2423d2f22d85dece30446c94ff063dc22.jpg
"강원 평창수, 2L, 30개","19,400",https://www.coupang.com/vp/products/6346591823?itemId=13922262914&vendorItemId=86470202133,https://thumbnail7.coupangcdn.com/thumbnails/remote/700x700ex/image/retail/images/508068589442987-66bde46a-c3f7-47ae-b6b8-5d021d1e7e87.jpg
"동아오츠카 마신다 생수, 2L, 48개","27,980",https://www.coupang.com/vp/products/6191544952?itemId=10828091779&vendorItemId=70857551742,https://thumbnail8.coupangcdn.com/thumbnails/remote/700x700ex/image/vendor_inventory/efe0/10e0f27f556cd42f79238a6e448d8329e753ab5525c87578945b2cf08cd4.jpg
"지리산 물하나 2L X 24, 지리산 물하나 2L 24병 생수, 24개","13,540",https://www.coupang.com/vp/products/7829933339?itemId=16626975754&vendorItemId=89168114211,https://thumbnail10.coupangcdn.com/thumbnails/remote/700x700ex/image/vendor_inventory/fed6/52d749fa21397d8ec2b7a59dcbd26f4171b50073d834fc64ab368872f6b7.jpg
"농심 백두산 백산수, 330ml, 20개","7,900",https://www.coupang.com/vp/products/4876313878?itemId=16224712354&vendorItemId=81200843474,https://thumbnail7.coupangcdn.com/thumbnails/remote/700x700ex/image/vendor_inventory/4701/e76977b39199b5b284aebb3e079e77477c9968ff1239646c8300cc9945b4.jpg
"탐사 베이직수, 2L, 12개","5,990",https://www.coupang.com/vp/products/7476419502?itemId=19529509106&vendorItemId=86637986223,https://thumbnail10.coupangcdn.com/thumbnails/remote/700x700ex/image/retail/images/257270326002-5717462f-3591-4228-956a-a45b94a249de.jpg
"동원샘물 생수, 2L, 30개","17,120",https://www.coupang.com/vp/products/7856464110?itemId=21427639372&vendorItemId=86493936034,https://thumbnail9.coupangcdn.com/thumbnails/remote/700x700ex/image/retail/images/4873181736523035-33542525-69bd-4f27-a096-e4be23d6e085.jpg
"아이시스 8.0 무라벨 ECO 생수, 2L, 6개","5,100",https://www.coupang.com/vp/products/7841914137?itemId=19459346420&vendorItemId=81635430262,https://thumbnail7.coupangcdn.com/thumbnails/remote/700x700ex/image/vendor_inventory/c60d/0dc1e2d0c8b24c51bcf4624f0d5fe636ca5be5c01be166993df54691a395.jpg
"아이시스 무라벨 ECO 생수, 500ml, 40개","6,020",https://www.coupang.com/vp/products/7841914137?itemId=20936371344&vendorItemId=87614738939,https://thumbnail9.coupangcdn.com/thumbnails/remote/700x700ex/image/vendor_inventory/f17e/39c606dfc51c3e9e06682b8e0625e36b7ee04a61804ccb27730febf481e7.png
"농심 백산수, 2L, 18개","15,500",https://www.coupang.com/vp/products/4876313878?itemId=19833174720&vendorItemId=3001753194,https://thumbnail10.coupangcdn.com/thumbnails/remote/700x700ex/image/retail/images/3566093868170646-50347298-002a-4abd-a528-49a0a8b28254.jpg
"아이시스8.0 ECO 500ml, 40개","16,200",https://www.coupang.com/vp/products/7865650251?itemId=22006612314&vendorItemId=83776691884,https://thumbnail7.coupangcdn.com/thumbnails/remote/700x700ex/image/vendor_inventory/060a/16039e7a9141380e10f3c6fea7f6b39d5d12293befbd759998c6c9ba84e3.jpg
"백산수 무라벨 생수, 6개, 2L","5,850",https://www.coupang.com/vp/products/7990804172?itemId=18270172559&vendorItemId=85294239815,https://thumbnail10.coupangcdn.com/thumbnails/remote/700x700ex/image/vendor_inventory/9920/92dc98e8c6d9003f42561a7c2f7169c301ac27c4c7846e1ce505c9c825ac.jpg
"탐사수 무라벨, 2L, 18개","9,690",https://www.coupang.com/vp/products/5625704601?itemId=11696976272&vendorItemId=79547778940,https://thumbnail9.coupangcdn.com/thumbnails/remote/700x700ex/image/retail/images/184243097538732-0000ca3a-6f21-4d05-ad1e-20fa854cbb00.crdownload
"심천수 정식품 2LX24본, 2L, 24개","12,900",https://www.coupang.com/vp/products/5449919396?itemId=8313930325&vendorItemId=80508638722,https://thumbnail6.coupangcdn.com/thumbnails/remote/700x700ex/image/vendor_inventory/e62a/2677a8d60ded9125760f14c53dc076d21d9a6353c236640edcdc1994e1b3.jpg
"탐사수, 2L, 36개","17,590",https://www.coupang.com/vp/products/27613130?itemId=19013169790&vendorItemId=86137790230,https://thumbnail10.coupangcdn.com/thumbnails/remote/700x700ex/image/retail/images/3251971804160440-4286e1a8-1826-4992-b86e-a191c28fa3bc.png
"하이트진로 석수, 2L, 12개","7,110",https://www.coupang.com/vp/products/7294705282?itemId=13194288907&vendorItemId=85072692007,https://thumbnail10.coupangcdn.com/thumbnails/remote/700x700ex/image/retail/images/642908694285139-e8229104-2880-4c46-bdea-29f168e6908b.jpg
"탐사수 무라벨, 330ml, 80개","16,990",https://www.coupang.com/vp/products/5625704601?itemId=19013169729&vendorItemId=86137790201,https://thumbnail7.coupangcdn.com/thumbnails/remote/700x700ex/image/retail/images/afd61a20-5570-41e3-bff9-2ae40871dd782086488244454515830.png
"커클랜드 먹는 샘물 2Lx6병x6팩 코스트코생수 미네랄워터 물 배달, 2L, 36개","21,600",https://www.coupang.com/vp/products/3560460?itemId=16654938165&vendorItemId=81500735072,https://thumbnail10.coupangcdn.com/thumbnails/remote/700x700ex/image/vendor_inventory/b1bd/a690356abbb61df257f4476796c402a070011d81cf9a61c7cfe329c58f9a.jpg
"크리스탈 무라벨 생수, 2L, 36개","21,950",https://www.coupang.com/vp/products/6750863294?itemId=16524379145&vendorItemId=88698278619,https://thumbnail7.coupangcdn.com/thumbnails/remote/700x700ex/image/vendor_inventory/b163/210024382620cc9d17e4668ac61fa3aaab2980c7ba3471c8ab2bde420b92.jpg
"하이트진로 석수, 2L, 30개","17,760",https://www.coupang.com/vp/products/7294705282?itemId=16916521374&vendorItemId=85072691997,https://thumbnail8.coupangcdn.com/thumbnails/remote/700x700ex/image/retail/images/1600325238516248-d0da4111-5bc6-4e71-8390-a9efa7bebbdc.jpg
"강원 평창수 무라벨, 500ml, 100개","21,600",https://www.coupang.com/vp/products/5269360716?itemId=20806575725&vendorItemId=87875624190,https://thumbnail9.coupangcdn.com/thumbnails/remote/700x700ex/image/retail/images/115860164340104-1467bcb2-64f1-4531-9c97-5a49cb69aa58.jpg
"아이시스 8.0 무라벨 ECO 생수, 1L, 18개","10,600",https://www.coupang.com/vp/products/7865650251?itemId=21362339026&vendorItemId=88408304148,https://thumbnail6.coupangcdn.com/thumbnails/remote/700x700ex/image/retail/images/408cf155-a13d-42af-83ec-2b54b3d903302953168215344583540.png
"아워홈 지리산수 핑크, 330ml, 100개","24,750",https://www.coupang.com/vp/products/1357560685?itemId=18172584333&vendorItemId=85321886867,https://thumbnail6.coupangcdn.com/thumbnails/remote/700x700ex/image/retail/images/2ffec6d6-fff4-4787-b4f2-9e7582ba33b26290619275638511432.png
"몽베스트 생수, 500ml, 20개","6,200",https://www.coupang.com/vp/products/4683535861?itemId=103909323&vendorItemId=86750264207,https://thumbnail10.coupangcdn.com/thumbnails/remote/700x700ex/image/vendor_inventory/6875/917012e7afdd9333019b5659f9626e99a1be47410804d9c1c94a65bf7332.jpg
"농심 백산수, 500ml, 120개","42,510",https://www.coupang.com/vp/products/4876313878?itemId=19948984417&vendorItemId=80582043670,https://thumbnail10.coupangcdn.com/thumbnails/remote/700x700ex/image/vendor_inventory/3976/a0ccb34d97968ac54d95d69c3b38c1e9f66f554856c3f3ce38907e189780.jpg
"석수 무라벨 생수, 2L, 36개","21,560",https://www.coupang.com/vp/products/5408677138?itemId=19421825349&vendorItemId=87017278653,https://thumbnail9.coupangcdn.com/thumbnails/remote/700x700ex/image/retail/images/1068873883078496-2c64c9cf-c80a-4aa8-acc5-c7d4f5a1463d.jpg
"아워홈 지리산수, 24개, 2L","14,500",https://www.coupang.com/vp/products/6673761816?itemId=19909007504&vendorItemId=86495568514,https://thumbnail7.coupangcdn.com/thumbnails/remote/700x700ex/image/retail/images/55759f38-f141-455e-a045-4e36d9786c1a4270654857679094748.png
"제주 탐사수, 2L, 24개","16,590",https://www.coupang.com/vp/products/1254071808?itemId=19013177527&vendorItemId=86137797416,https://thumbnail9.coupangcdn.com/thumbnails/remote/700x700ex/image/retail/images/a224106b-3610-4e34-8694-7d63aca82ba28272779061689887776.png
"지리산물하나 ECO 생수, 2L, 12개","6,690",https://www.coupang.com/vp/products/6778991635?itemId=19343174502&vendorItemId=89926992058,https://thumbnail7.coupangcdn.com/thumbnails/remote/700x700ex/image/retail/images/cd0dfb05-4ad5-4026-9551-2cad49a5fa504506065187011890232.png
"동원샘물 생수, 300ml, 80개","17,200",https://www.coupang.com/vp/products/7856464110?itemId=19381407656&vendorItemId=86493938822,https://thumbnail10.coupangcdn.com/thumbnails/remote/700x700ex/image/retail/images/4253241415496365-0addda63-58bb-4ad3-b642-942720cacdb1.jpg
"천년수 생수, 2L, 36개","19,450",https://www.coupang.com/vp/products/7017448172?itemId=20216456801&vendorItemId=87306238683,https://thumbnail7.coupangcdn.com/thumbnails/remote/700x700ex/image/retail/images/447457067521047-c025d8a3-cfda-45e0-b872-436eed3502ed.jpg
"제주 탐사수, 2L, 36개","23,290",https://www.coupang.com/vp/products/1254071808?itemId=19013177916&vendorItemId=86137797842,https://thumbnail8.coupangcdn.com/thumbnails/remote/700x700ex/image/retail/images/e5daf3ea-f240-4064-8566-f59b14bb0ff27133313839597582315.png
"백산수 무라벨 생수, 330ml, 40개","13,820",https://www.coupang.com/vp/products/6393352093?itemId=20031250396&vendorItemId=86494114572,https://thumbnail10.coupangcdn.com/thumbnails/remote/700x700ex/image/retail/images/353076768431037-5a9b3c67-7ac1-4f3b-a9fa-6992abc8f2db.jpg
"스파클 생수, 2L, 48개","26,190",https://www.coupang.com/vp/products/1653706?itemId=17204434766&vendorItemId=82253020416,https://thumbnail6.coupangcdn.com/thumbnails/remote/700x700ex/image/vendor_inventory/7c1b/8271ff5ba6e2634e3c8a9a728d7d79982a74418e0c7b850805392f4c398e.jpg
"몽베스트 생수 500mLx20병+330mLx20병, 1세트, 500ml","12,900",https://www.coupang.com/vp/products/6094848760?itemId=11384921767&vendorItemId=87638079579,https://thumbnail7.coupangcdn.com/thumbnails/remote/700x700ex/image/vendor_inventory/07ed/d4452e10fd7e6396a745b27b6e7d36d10681919917ae6cda7085f4598ce1.jpg
"아이시스 생수, 2L, 36개","24,670",https://www.coupang.com/vp/products/7229656613?itemId=18341916876&vendorItemId=86949016535,https://thumbnail8.coupangcdn.com/thumbnails/remote/700x700ex/image/retail/images/648540302253237-830773a8-1f17-4e77-a30c-fdb0126d11d1.jpg
"탐사 샘물, 2L, 30개","13,490",https://www.coupang.com/vp/products/7689270513?itemId=20877904956&vendorItemId=87945141062,https://thumbnail8.coupangcdn.com/thumbnails/remote/700x700ex/image/retail/images/1287866834029667-096feca1-220b-4e41-8dc7-2db60eee7009.jpg
"아워홈 지리산수 무라벨, 12개, 2L","7,300",https://www.coupang.com/vp/products/6673761816?itemId=17836675801&vendorItemId=86495568407,https://thumbnail10.coupangcdn.com/thumbnails/remote/700x700ex/image/retail/images/36593fd9-74dc-4629-9027-95a7d3622db93726536598087903136.png
"탐사수 무라벨, 330ml, 40개","8,890",https://www.coupang.com/vp/products/5625704601?itemId=11650491074&vendorItemId=78924935203,https://thumbnail8.coupangcdn.com/thumbnails/remote/700x700ex/image/retail/images/10295877971589655-571b7909-b915-4910-977e-b738807f0362.jpg
"아워홈 지리산수 무라벨, 36개, 2L","20,900",https://www.coupang.com/vp/products/6673761816?itemId=18956725064&vendorItemId=86949016319,https://thumbnail10.coupangcdn.com/thumbnails/remote/700x700ex/image/retail/images/399342173053158-dfe348ee-3401-4484-b962-5601c394cc54.jpg
"[수질적합]에브리데이 산수 산수 생수 1리터, 24개, 1L","9,890",https://www.coupang.com/vp/products/7857887213?itemId=21436023995&vendorItemId=80241539075,https://thumbnail8.coupangcdn.com/thumbnails/remote/700x700ex/image/vendor_inventory/3eae/e14c2e16807500a5a32b10b6e937580ddccd9294e3ca26ae6a34595f5794.jpg
"아이시스 8.0 무라벨 ECO 생수, 2L, 24개","19,000",https://www.coupang.com/vp/products/6954270009?itemId=21474333587&vendorItemId=86467813350,https://thumbnail10.coupangcdn.com/thumbnails/remote/700x700ex/image/retail/images/1716246823843859-872504dc-8fc3-43e5-8061-3c9213d882ca.jpg
"스파클 생수, 2L, 12개","8,400",https://www.coupang.com/vp/products/1653706?itemId=18726686055&vendorItemId=70286435628,https://thumbnail7.coupangcdn.com/thumbnails/remote/700x700ex/image/vendor_inventory/fb29/3ee0f42f85a75f49ce9df10e91b6efbdc27e635e409be3fcccf66c946d70.png
"제주삼다수 그린, 330ml, 120개","51,600",https://www.coupang.com/vp/products/7666070794?itemId=16223180258&vendorItemId=87356923683,https://thumbnail7.coupangcdn.com/thumbnails/remote/700x700ex/image/retail/images/18347452450834-5a053a95-7972-4534-a893-1d18567020de.jpg
풀무원샘물 무라벨 생수 330ml x 20개 미니생수 생수330 물배달,"6,770",https://www.coupang.com/vp/products/6239512369?itemId=21326899655&vendorItemId=89765155792,https://thumbnail8.coupangcdn.com/thumbnails/remote/700x700ex/image/vendor_inventory/cd01/221ac31e6ece1bf729831a9fe5f02f4e72a2a58c4176d5155effbeea29dd.jpg
"천년수 무라벨 생수, 2L, 12개","6,490",https://www.coupang.com/vp/products/6203736108?itemId=15541287041&vendorItemId=86493934415,https://thumbnail10.coupangcdn.com/thumbnails/remote/700x700ex/image/retail/images/2460483335293884-c57fe8c5-abcd-4c63-9b47-7cad5df69e98.jpg
"정식품 심천수 샘물 2LX12팩, 2L, 12개","7,900",https://www.coupang.com/vp/products/5449919396?itemId=57072032&vendorItemId=3089440631,https://thumbnail6.coupangcdn.com/thumbnails/remote/700x700ex/image/vendor_inventory/c14d/b8273c620fff9d516ecc7a480e51e8b18fcf79487bc70dcb761df4087791.jpg
"탐사수, 330ml, 120개","24,690",https://www.coupang.com/vp/products/27613130?itemId=19013173037&vendorItemId=86137793661,https://thumbnail7.coupangcdn.com/thumbnails/remote/700x700ex/image/retail/images/e99f7434-9b35-4feb-9a29-72c4a182fa652045158717290262886.png
"탐사수 무라벨, 330ml, 120개","24,990",https://www.coupang.com/vp/products/5625704601?itemId=19013169631&vendorItemId=86137790128,https://thumbnail7.coupangcdn.com/thumbnails/remote/700x700ex/image/retail/images/a164deca-ed37-48f5-b4ff-b2e7080b6e096976459439325195371.png
"에브리데이 가벼운샘, 2L, 6개","4,300",https://www.coupang.com/vp/products/7461157092?itemId=14636519362&vendorItemId=78772047871,https://thumbnail6.coupangcdn.com/thumbnails/remote/700x700ex/image/vendor_inventory/8d5b/edb6396f57ed15e581e1086dff7d7c7a8a30b912f2cbcfcb532a49656781.jpg
"스파클 생수 무라벨, 500ml, 20개","6,000",https://www.coupang.com/vp/products/6830320694?itemId=16212148885&vendorItemId=83406358818,https://thumbnail9.coupangcdn.com/thumbnails/remote/700x700ex/image/vendor_inventory/19a3/857c7b270f45000eda1789573a6b77a32ac2fdf3e8af4c00f3fb84d59923.jpg
"농심 백산수 1L, 6개","5,900",https://www.coupang.com/vp/products/4876313878?itemId=20402701818&vendorItemId=73451994129,https://thumbnail10.coupangcdn.com/thumbnails/remote/700x700ex/image/vendor_inventory/22e6/33f8a5e46ca66575f96d41713d2c4be44626f3d6bbdf7b6e64bbf3b3ae88.png
"아이시스 8.0 500ml 20병 라벨 랜덤 발송 생수 휴대용생수 미니생수, 20개","6,980",https://www.coupang.com/vp/products/7236053068?itemId=17993081369&vendorItemId=88115965036,https://thumbnail8.coupangcdn.com/thumbnails/remote/700x700ex/image/vendor_inventory/791c/0410147c1c5f287ba40aa6a5eaae2f27e2a3d615e448ff0259ef8d5e1c9b.jpg
